seed,roc_auc,pr_auc,val_loss,time_s
42,0.924529097065854,0.14269089460853024,0.28236386168285765,573.9188721179962
43,0.9121883663241632,0.07362950869894457,0.29530680366424655,401.9383499622345
44,0.9229413308616534,0.13581033709387202,0.26310961038096975,534.8870947360992
