seed,roc_auc,pr_auc,val_loss,time_s
42,0.9154726460197162,0.08157971027834027,0.34011536363180583,330.277752161026
43,0.9174315957568699,0.07793687485838618,0.31620167587015874,262.61667108535767
44,0.9182116995003448,0.08192298177134946,0.31514118346708064,340.0287141799927
